### Level $000 ###
00: $82 - Bonus game sprite (0x0050, 0x0070)
02: $C7 - Invisible mushroom (0x0240, 0x0100)
03: $6F - Dino-Torch (0x0260, 0x0100)
04: $6E - Dino-Rhino (0x0320, 0x0160)
05: $6F - Dino-Torch (0x03E0, 0x0160)
06: $6F - Dino-Torch (0x0410, 0x0160)
07: $6F - Dino-Torch (0x0440, 0x0150)
08: $6E - Dino-Rhino (0x0480, 0x0160)
09: $83 - Flying question block that flies left (0x0490, 0x0120)
10: $6F - Dino-Torch (0x0520, 0x0150)
11: $6F - Dino-Torch (0x0560, 0x0170)
12: $4F - Jumping Piranha Plant (0x05D0, 0x0150)
13: $6F - Dino-Torch (0x0610, 0x00F0)
14: $6E - Dino-Rhino (0x0820, 0x0110)
15: $2F - Portable springboard (0x0960, 0x0170)
16: $3E - P-switch (0x0A60, 0x0160)
17: $95 - Chargin' Chuck (0x0AC0, 0x0110)
18: $6E - Dino-Rhino (0x0C70, 0x0150)
19: $6F - Dino-Torch (0x0CB0, 0x0140)
20: $83 - Flying question block that flies left (0x0CD0, 0x0100)
21: $6F - Dino-Torch (0x0D00, 0x0110)
22: $6F - Dino-Torch (0x0D70, 0x0100)
23: $4F - Jumping Piranha Plant (0x0E50, 0x0150)
24: $6F - Dino-Torch (0x0EA0, 0x0160)
25: $4F - Jumping Piranha Plant (0x0F20, 0x0160)
26: $6E - Dino-Rhino (0x0F50, 0x0170)
27: $6F - Dino-Torch (0x0FD0, 0x0160)
28: $4F - Jumping Piranha Plant (0x0FE0, 0x0130)
29: $6F - Dino-Torch (0x1020, 0x0160)
30: $8E - Invisible warp hole (0x10A0, 0x0140)
31: $0A - Red Koopa Troopa flying vertically (0x11B0, 0x0140)
32: $2F - Portable springboard (0x1230, 0x0170)
33: $7B - Goal tape (0x12E0, 0x0170)

### Level $0F6 ###
00: $6E - Dino-Rhino (0x0110, 0x0170)
01: $6F - Dino-Torch (0x01B0, 0x0100)
02: $C7 - Invisible mushroom (0x0240, 0x0100)
03: $6F - Dino-Torch (0x0260, 0x0100)
04: $6E - Dino-Rhino (0x0320, 0x0160)
05: $6F - Dino-Torch (0x03E0, 0x0160)
06: $6F - Dino-Torch (0x0410, 0x0160)
07: $6F - Dino-Torch (0x0440, 0x0150)
08: $6E - Dino-Rhino (0x0480, 0x0160)
09: $83 - Flying question block that flies left (0x0490, 0x0120)
10: $6F - Dino-Torch (0x0520, 0x0150)
11: $6F - Dino-Torch (0x0560, 0x0170)
12: $4F - Jumping Piranha Plant (0x05D0, 0x0150)
13: $6F - Dino-Torch (0x0610, 0x00F0)
14: $6E - Dino-Rhino (0x0820, 0x0110)
15: $2F - Portable springboard (0x0960, 0x0170)
16: $3E - P-switch (0x0A60, 0x0160)
17: $95 - Chargin' Chuck (0x0AC0, 0x0110)
18: $6E - Dino-Rhino (0x0C70, 0x0150)
19: $6F - Dino-Torch (0x0CB0, 0x0140)
20: $83 - Flying question block that flies left (0x0CD0, 0x0100)
21: $6F - Dino-Torch (0x0D00, 0x0110)
22: $6F - Dino-Torch (0x0D70, 0x0100)
23: $4F - Jumping Piranha Plant (0x0E50, 0x0150)
24: $6F - Dino-Torch (0x0EA0, 0x0160)
25: $4F - Jumping Piranha Plant (0x0F20, 0x0160)
26: $6E - Dino-Rhino (0x0F50, 0x0170)
27: $6F - Dino-Torch (0x0FD0, 0x0160)
28: $4F - Jumping Piranha Plant (0x0FE0, 0x0130)
29: $6F - Dino-Torch (0x1020, 0x0160)
30: $8E - Invisible warp hole (0x10A0, 0x0140)
31: $0A - Red Koopa Troopa flying vertically (0x11B0, 0x0140)
32: $2F - Portable springboard (0x1230, 0x0170)
33: $7B - Goal tape (0x12E0, 0x0170)

### Level $0F7 ###
00: $76 - Star (0x0020, 0x0070)
01: $0B - Red Koopa Troopa flying horizontally (0x00B0, 0x01A0)
02: $0B - Red Koopa Troopa flying horizontally (0x00E0, 0x01F0)
03: $0B - Red Koopa Troopa flying horizontally (0x0130, 0x0240)
04: $05 - Red Koopa Troopa (0x0090, 0x0270)
05: $0B - Red Koopa Troopa flying horizontally (0x0150, 0x02E0)
06: $0B - Red Koopa Troopa flying horizontally (0x0130, 0x02E0)
07: $0B - Red Koopa Troopa flying horizontally (0x0110, 0x02E0)
08: $0B - Red Koopa Troopa flying horizontally (0x00F0, 0x02E0)
09: $0B - Red Koopa Troopa flying horizontally (0x00D0, 0x02E0)
10: $0B - Red Koopa Troopa flying horizontally (0x00B0, 0x02E0)
11: $0B - Red Koopa Troopa flying horizontally (0x0090, 0x02E0)
12: $0B - Red Koopa Troopa flying horizontally (0x0070, 0x02E0)
13: $05 - Red Koopa Troopa (0x00A0, 0x0370)
14: $0B - Red Koopa Troopa flying horizontally (0x01B0, 0x03C0)
15: $0B - Red Koopa Troopa flying horizontally (0x0170, 0x0400)
16: $0B - Red Koopa Troopa flying horizontally (0x0120, 0x0450)
17: $04 - Green Koopa Troopa (0x0190, 0x0460)
18: $A4 - Floating spike ball (0x0090, 0x04C0)
19: $06 - Blue Koopa Troopa (0x00D0, 0x0540)
20: $05 - Red Koopa Troopa (0x01C0, 0x0540)
21: $74 - Mushroom (0x0170, 0x0540)
22: $07 - Yellow Koopa Troopa (0x0120, 0x0540)
23: $05 - Red Koopa Troopa (0x0030, 0x0540)
24: $04 - Green Koopa Troopa (0x0080, 0x0540)
25: $0B - Red Koopa Troopa flying horizontally (0x0070, 0x0640)
26: $0B - Red Koopa Troopa flying horizontally (0x0150, 0x0640)
27: $0B - Red Koopa Troopa flying horizontally (0x01D0, 0x0680)
28: $0B - Red Koopa Troopa flying horizontally (0x00F0, 0x0680)
29: $06 - Blue Koopa Troopa (0x0100, 0x0760)
30: $05 - Red Koopa Troopa (0x0130, 0x0780)
31: $05 - Red Koopa Troopa (0x00D0, 0x0780)
32: $07 - Yellow Koopa Troopa (0x0160, 0x07C0)
33: $07 - Yellow Koopa Troopa (0x00A0, 0x07C0)
34: $04 - Green Koopa Troopa (0x01A0, 0x0800)
35: $04 - Green Koopa Troopa (0x0060, 0x0800)
36: $04 - Green Koopa Troopa (0x0100, 0x0800)
37: $A4 - Floating spike ball (0x0100, 0x0A20)
38: $0B - Red Koopa Troopa flying horizontally (0x01B0, 0x0A70)
39: $0B - Red Koopa Troopa flying horizontally (0x00C0, 0x0A70)
40: $0B - Red Koopa Troopa flying horizontally (0x0130, 0x0AC0)
41: $0B - Red Koopa Troopa flying horizontally (0x0130, 0x0B50)
42: $0B - Red Koopa Troopa flying horizontally (0x01B0, 0x0BC0)
43: $0B - Red Koopa Troopa flying horizontally (0x00C0, 0x0BC0)
44: $A4 - Floating spike ball (0x01C0, 0x0CA0)
45: $A4 - Floating spike ball (0x0160, 0x0CA0)
46: $A4 - Floating spike ball (0x00A0, 0x0CA0)
47: $A4 - Floating spike ball (0x0030, 0x0CA0)
48: $A4 - Floating spike ball (0x01D0, 0x1420)
49: $A4 - Floating spike ball (0x0050, 0x1420)
50: $A4 - Floating spike ball (0x01B0, 0x1480)
51: $A4 - Floating spike ball (0x0070, 0x1480)
52: $A4 - Floating spike ball (0x0160, 0x1500)
53: $A4 - Floating spike ball (0x00C0, 0x1500)
54: $A4 - Floating spike ball (0x0110, 0x15A0)
55: $4A - Goal Point Question Sphere (0x0160, 0x1840)
56: $78 - 1-Up mushroom (0x0020, 0x1900)
57: $78 - 1-Up mushroom (0x01C0, 0x1920)
58: $78 - 1-Up mushroom (0x01D0, 0x1920)

### Level $0F8 ###
00: $38 - Eerie that moves straight (0x00F0, 0x0170)
01: $38 - Eerie that moves straight (0x0120, 0x0130)
02: $38 - Eerie that moves straight (0x0190, 0x0150)
03: $E5 - Appearing/disappearing Boos (0x0210, 0x0000)
04: $39 - Eerie that moves in a wave (0x0570, 0x0170)
05: $39 - Eerie that moves in a wave (0x05D0, 0x0110)
06: $D2 - Turn Off Generator 2 (0x05F0, 0x0000)
07: $39 - Eerie that moves in a wave (0x0600, 0x0170)
08: $37 - Boo (0x0650, 0x0140)
09: $37 - Boo (0x06B0, 0x00E0)
10: $E2 - Boo Ring moving counterclockwise (0x06E0, 0x0160)
11: $E2 - Boo Ring moving counterclockwise (0x07C0, 0x00E0)

### Level $0F9 ###
00: $37 - Boo (0x0060, 0x00F0)
01: $37 - Boo (0x00B0, 0x0180)
02: $37 - Boo (0x0170, 0x00E0)
03: $37 - Boo (0x01C0, 0x0150)

### Level $0FA ###

### Level $0FB ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0170)

### Level $0FC ###
00: $AF - Boo Block (0x0100, 0x0180)
01: $AF - Boo Block (0x0110, 0x0180)
02: $AF - Boo Block (0x0120, 0x0180)
03: $B0 - Reflecting stream of Boo Buddies (0x0200, 0x0140)
04: $B0 - Reflecting stream of Boo Buddies (0x0310, 0x0120)
05: $B0 - Reflecting stream of Boo Buddies (0x0370, 0x0110)
06: $B0 - Reflecting stream of Boo Buddies (0x0440, 0x0140)
07: $B0 - Reflecting stream of Boo Buddies (0x0490, 0x00D0)
08: $AF - Boo Block (0x0510, 0x0160)
09: $B0 - Reflecting stream of Boo Buddies (0x0580, 0x0160)
10: $AF - Boo Block (0x0590, 0x00E0)
11: $AF - Boo Block (0x05B0, 0x0130)

### Level $0FD ###

### Level $0FE ###
00: $37 - Boo (0x0060, 0x00F0)
01: $37 - Boo (0x00B0, 0x0180)
02: $37 - Boo (0x0170, 0x00E0)
03: $37 - Boo (0x01C0, 0x0150)

### Level $0FF ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $100 ###
00: $82 - Bonus game sprite (0x0050, 0x0070)

### Level $101 ###
00: $E6 - Background candle flames (0x0000, 0x0000)
01: $B9 - Info Box (0x0060, 0x0150)
02: $24 - Green horizontal net Koopa (0x0110, 0x0130)
03: $24 - Green horizontal net Koopa (0x0150, 0x0120)
04: $25 - Red horizontal net Koopa (0x0190, 0x0100)
05: $22 - Green vertical net Koopa (0x01E0, 0x0140)
06: $24 - Green horizontal net Koopa (0x0250, 0x0100)
07: $22 - Green vertical net Koopa (0x02A0, 0x0140)
08: $3E - P-switch (0x02A0, 0x0170)
09: $25 - Red horizontal net Koopa (0x0320, 0x0130)
10: $22 - Green vertical net Koopa (0x0360, 0x0140)
11: $24 - Green horizontal net Koopa (0x03B0, 0x0120)
12: $33 - Podoboo/vertical fireball (0x0420, 0x0140)
13: $25 - Red horizontal net Koopa (0x0440, 0x0150)
14: $22 - Green vertical net Koopa (0x04E0, 0x0140)
15: $54 - Revolving door for climbing net (0x0500, 0x0110)
16: $24 - Green horizontal net Koopa (0x0510, 0x0100)
17: $22 - Green vertical net Koopa (0x05A0, 0x0120)
18: $22 - Green vertical net Koopa (0x05C0, 0x0150)
19: $24 - Green horizontal net Koopa (0x05C0, 0x0100)
20: $54 - Revolving door for climbing net (0x0600, 0x0130)
21: $25 - Red horizontal net Koopa (0x0640, 0x0150)
22: $22 - Green vertical net Koopa (0x0660, 0x0160)
23: $54 - Revolving door for climbing net (0x06A0, 0x0130)
24: $E6 - Background candle flames (0x0700, 0x0000)
25: $B9 - Info Box (0x0730, 0x0150)

### Level $102 ###
00: $47 - Swimming/jumping fish (0x0050, 0x0190)
01: $47 - Swimming/jumping fish (0x0090, 0x0180)
02: $47 - Swimming/jumping fish (0x00D0, 0x0190)
03: $5D - Small orange floating platform (0x0100, 0x0170)
04: $5D - Small orange floating platform (0x01B0, 0x0170)
05: $5D - Small orange floating platform (0x0280, 0x0170)
06: $5D - Small orange floating platform (0x02E0, 0x0170)
07: $A4 - Floating spike ball (0x0390, 0x0190)
08: $5D - Small orange floating platform (0x03C0, 0x0170)
09: $5D - Small orange floating platform (0x0420, 0x0170)
10: $A4 - Floating spike ball (0x0450, 0x0170)
11: $3E - P-switch (0x0480, 0x00D0)
12: $DB - Red Koopa shell (0x04C0, 0x0150)
13: $15 - Cheep Cheep swimming horizontally (0x0530, 0x0190)
14: $05 - Red Koopa Troopa (0x0540, 0x00C0)
15: $05 - Red Koopa Troopa (0x0580, 0x00C0)
16: $05 - Red Koopa Troopa (0x05C0, 0x00C0)
17: $15 - Cheep Cheep swimming horizontally (0x05D0, 0x0190)
18: $5D - Small orange floating platform (0x06C0, 0x0170)
19: $A4 - Floating spike ball (0x0710, 0x0190)
20: $5D - Small orange floating platform (0x0720, 0x0170)
21: $A4 - Floating spike ball (0x0760, 0x0170)
22: $5D - Small orange floating platform (0x0800, 0x0170)
23: $A4 - Floating spike ball (0x0850, 0x0190)
24: $5D - Small orange floating platform (0x0860, 0x0170)
25: $A4 - Floating spike ball (0x08B0, 0x0170)
26: $5D - Small orange floating platform (0x08C0, 0x0170)
27: $A4 - Floating spike ball (0x0910, 0x0190)
28: $A4 - Floating spike ball (0x0990, 0x0190)
29: $5D - Small orange floating platform (0x09A0, 0x0170)
30: $A4 - Floating spike ball (0x09F0, 0x0190)
31: $5D - Small orange floating platform (0x0A00, 0x0170)
32: $18 - Cheep Cheep jumping to surface (0x0A70, 0x0190)

### Level $103 ###
00: $B9 - Info Box (0x00F0, 0x0140)
01: $5F - Swinging brown platform (0x0160, 0x00A0)
02: $5A - Turn block bridge, horizontal (0x02C0, 0x00D0)
03: $5A - Turn block bridge, horizontal (0x0320, 0x00A0)
04: $5F - Swinging brown platform (0x03E0, 0x00A0)
05: $0B - Red Koopa Troopa flying horizontally (0x04F0, 0x0050)
06: $55 - Checkerboard platform, horizontal (0x0550, 0x00D0)
07: $0B - Red Koopa Troopa flying horizontally (0x0570, 0x0080)
08: $57 - Checkerboard platform, vertical (0x05B0, 0x00D0)
09: $05 - Red Koopa Troopa (0x06A0, 0x0080)
10: $5F - Swinging brown platform (0x06F0, 0x0090)
11: $5F - Swinging brown platform (0x07B0, 0x00D0)
12: $09 - Green Koopa Troopa bouncing (0x09F0, 0x0170)
13: $B9 - Info Box (0x0A20, 0x0140)
14: $05 - Red Koopa Troopa (0x0AC0, 0x0130)
15: $57 - Checkerboard platform, vertical (0x0B40, 0x0100)
16: $5F - Swinging brown platform (0x0C10, 0x00A0)
17: $59 - Turn block bridge, horizontal and vertical (0x0CC0, 0x00C0)
18: $5A - Turn block bridge, horizontal (0x0D10, 0x00E0)
19: $59 - Turn block bridge, horizontal and vertical (0x0D60, 0x00C0)
20: $5A - Turn block bridge, horizontal (0x0DB0, 0x00A0)
21: $59 - Turn block bridge, horizontal and vertical (0x0E00, 0x0070)
22: $5A - Turn block bridge, horizontal (0x0E60, 0x0070)
23: $55 - Checkerboard platform, horizontal (0x0F80, 0x00C0)
24: $0B - Red Koopa Troopa flying horizontally (0x0FA0, 0x0030)
25: $0B - Red Koopa Troopa flying horizontally (0x0FA0, 0x00E0)
26: $5F - Swinging brown platform (0x0FE0, 0x00D0)
27: $5F - Swinging brown platform (0x10F0, 0x00D0)
28: $5F - Swinging brown platform (0x1190, 0x00E0)
29: $7B - Goal tape (0x13E0, 0x0170)

### Level $104 ###
00: $8A - Yoshi's House bird (0x0040, 0x00E0)
01: $8A - Yoshi's House bird (0x0050, 0x00E0)
02: $8A - Yoshi's House bird (0x0060, 0x00E0)
03: $8A - Yoshi's House bird (0x0070, 0x00E0)
04: $8C - Side exit enabler (0x0080, 0x0070)
05: $B9 - Info Box (0x0080, 0x0150)

### Level $105 ###
00: $BD - Sliding Koopa (0x00D0, 0x0110)
01: $9F - Banzai Bill (0x01F0, 0x0130)
02: $AB - Rex (0x0210, 0x0170)
03: $83 - Flying question block that flies left (0x0250, 0x0140)
04: $AB - Rex (0x02F0, 0x0170)
05: $AB - Rex (0x0370, 0x0120)
06: $AB - Rex (0x0480, 0x0130)
07: $AB - Rex (0x0520, 0x0170)
08: $AB - Rex (0x0590, 0x0170)
09: $C7 - Invisible mushroom (0x0660, 0x0170)
10: $AB - Rex (0x0700, 0x0170)
11: $4F - Jumping Piranha Plant (0x0710, 0x0150)
12: $8E - Invisible warp hole (0x0830, 0x0140)
13: $AB - Rex (0x08A0, 0x0170)
14: $4F - Jumping Piranha Plant (0x08B0, 0x0140)
15: $B9 - Info Box (0x0A20, 0x0140)
16: $AB - Rex (0x0AC0, 0x0170)
17: $AB - Rex (0x0B60, 0x0170)
18: $AB - Rex (0x0B80, 0x0170)
19: $AB - Rex (0x0BA0, 0x0170)
20: $AB - Rex (0x0BD0, 0x0150)
21: $9F - Banzai Bill (0x0CA0, 0x0140)
22: $B9 - Info Box (0x0CF0, 0x0150)
23: $AB - Rex (0x0CF0, 0x0170)
24: $DB - Red Koopa shell (0x0D10, 0x0170)
25: $9F - Banzai Bill (0x0E20, 0x0140)
26: $AB - Rex (0x0F20, 0x0170)
27: $AB - Rex (0x1010, 0x0170)
28: $AB - Rex (0x1070, 0x0170)
29: $9F - Banzai Bill (0x1170, 0x0140)
30: $4F - Jumping Piranha Plant (0x11C0, 0x0140)
31: $AB - Rex (0x1220, 0x0140)
32: $95 - Chargin' Chuck (0x12A0, 0x0170)
33: $7B - Goal tape (0x12E0, 0x0170)

### Level $106 ###
00: $DB - Red Koopa shell (0x0110, 0x0170)
01: $05 - Red Koopa Troopa (0x01B0, 0x0140)
02: $05 - Red Koopa Troopa (0x01C0, 0x0140)
03: $05 - Red Koopa Troopa (0x01D0, 0x0140)
04: $05 - Red Koopa Troopa (0x01E0, 0x0140)
05: $05 - Red Koopa Troopa (0x01F0, 0x0140)
06: $05 - Red Koopa Troopa (0x0200, 0x0140)
07: $05 - Red Koopa Troopa (0x0210, 0x0140)
08: $05 - Red Koopa Troopa (0x0220, 0x0140)
09: $B9 - Info Box (0x0400, 0x0150)
10: $DB - Red Koopa shell (0x0520, 0x0170)
11: $01 - Red Koopa Troopa without shell (0x0540, 0x0170)
12: $DA - Green Koopa shell (0x0680, 0x0170)
13: $00 - Green Koopa Troopa without shell (0x06A0, 0x0170)
14: $91 - Chargin' Chuck (0x08D0, 0x0130)
15: $B9 - Info Box (0x09D0, 0x0150)
16: $4E - Monty Mole, ledge-dwelling (0x0C10, 0x0130)
17: $4E - Monty Mole, ledge-dwelling (0x0C60, 0x0160)
18: $4E - Monty Mole, ledge-dwelling (0x0D60, 0x0140)
19: $4D - Monty Mole, ground-dwelling (0x0EB0, 0x0170)
20: $4D - Monty Mole, ground-dwelling (0x0F70, 0x0170)
21: $4F - Jumping Piranha Plant (0x1110, 0x0150)
22: $3E - P-switch (0x11A0, 0x0110)
23: $91 - Chargin' Chuck (0x1250, 0x0170)
24: $7B - Goal tape (0x12E0, 0x0170)

### Level $107 ###
00: $38 - Eerie that moves straight (0x0120, 0x0160)
01: $38 - Eerie that moves straight (0x0120, 0x0110)
02: $E3 - Boo Ring moving clockwise (0x01F0, 0x0140)
03: $37 - Boo (0x0310, 0x0160)
04: $37 - Boo (0x03D0, 0x0170)
05: $37 - Boo (0x0420, 0x00C0)
06: $37 - Boo (0x0480, 0x0160)
07: $37 - Boo (0x04F0, 0x0150)
08: $37 - Boo (0x05A0, 0x0100)
09: $37 - Boo (0x05E0, 0x0170)
10: $37 - Boo (0x0630, 0x0140)
11: $28 - Big Boo (0x0730, 0x0120)
12: $28 - Big Boo (0x08E0, 0x0140)
13: $38 - Eerie that moves straight (0x09C0, 0x0040)
14: $E2 - Boo Ring moving counterclockwise (0x0A00, 0x0140)
15: $37 - Boo (0x0A70, 0x0120)
16: $38 - Eerie that moves straight (0x0AB0, 0x0040)

### Level $108 ###

### Level $109 ###
00: $6C - Wall springboard (right wall) (0x0070, 0x0100)
01: $6C - Wall springboard (right wall) (0x0070, 0x0180)
02: $6B - Wall springboard (left wall) (0x0010, 0x0140)
03: $6B - Wall springboard (left wall) (0x0010, 0x01C0)
04: $2F - Portable springboard (0x01A0, 0x02C0)
05: $0B - Red Koopa Troopa flying horizontally (0x0180, 0x02F0)
06: $0B - Red Koopa Troopa flying horizontally (0x0170, 0x02F0)
07: $0B - Red Koopa Troopa flying horizontally (0x0160, 0x02F0)
08: $0B - Red Koopa Troopa flying horizontally (0x0130, 0x02F0)
09: $0B - Red Koopa Troopa flying horizontally (0x0120, 0x02F0)
10: $0B - Red Koopa Troopa flying horizontally (0x0110, 0x02F0)
11: $2F - Portable springboard (0x0120, 0x0360)
12: $6B - Wall springboard (left wall) (0x0010, 0x0410)
13: $6B - Wall springboard (left wall) (0x0010, 0x0460)
14: $6B - Wall springboard (left wall) (0x0010, 0x04B0)
15: $0B - Red Koopa Troopa flying horizontally (0x01D0, 0x0490)
16: $0B - Red Koopa Troopa flying horizontally (0x00E0, 0x05C0)
17: $6C - Wall springboard (right wall) (0x00F0, 0x0590)
18: $6C - Wall springboard (right wall) (0x00F0, 0x05E0)
19: $05 - Red Koopa Troopa (0x01E0, 0x0550)
20: $05 - Red Koopa Troopa (0x0170, 0x0660)
21: $09 - Green Koopa Troopa bouncing (0x0120, 0x0680)

### Level $10A ###
00: $61 - Floating skulls (0x00A0, 0x0180)
01: $A8 - Blargg (0x0160, 0x0190)
02: $83 - Flying question block that flies left (0x0200, 0x0160)
03: $83 - Flying question block that flies left (0x0230, 0x0120)
04: $A8 - Blargg (0x0240, 0x0190)
05: $4F - Jumping Piranha Plant (0x02E0, 0x0160)
06: $4F - Jumping Piranha Plant (0x0320, 0x0120)
07: $11 - Buzzy Beetle (0x0350, 0x00F0)
08: $61 - Floating skulls (0x03F0, 0x0180)
09: $83 - Flying question block that flies left (0x0480, 0x0150)
10: $A8 - Blargg (0x05F0, 0x0130)
11: $A8 - Blargg (0x0630, 0x0130)
12: $A8 - Blargg (0x06A0, 0x0130)
13: $61 - Floating skulls (0x0910, 0x0180)
14: $A8 - Blargg (0x09A0, 0x0190)
15: $11 - Buzzy Beetle (0x0B00, 0x0130)
16: $11 - Buzzy Beetle (0x0BA0, 0x0040)
17: $11 - Buzzy Beetle (0x0BC0, 0x0040)
18: $2A - Upside-down Piranha Plant (0x0BB0, 0x0140)
19: $2A - Upside-down Piranha Plant (0x0BE0, 0x0150)
20: $2A - Upside-down Piranha Plant (0x0C40, 0x0150)
21: $61 - Floating skulls (0x0CC0, 0x0180)
22: $11 - Buzzy Beetle (0x0DB0, 0x0150)
23: $2A - Upside-down Piranha Plant (0x0DC0, 0x0130)
24: $DB - Red Koopa shell (0x10B0, 0x0170)
25: $02 - Blue Koopa Troopa without shell (0x10C0, 0x0170)
26: $61 - Floating skulls (0x11E0, 0x0180)
27: $A8 - Blargg (0x1330, 0x0190)
28: $A8 - Blargg (0x1460, 0x0190)
29: $A8 - Blargg (0x15C0, 0x0190)
30: $A8 - Blargg (0x1660, 0x0190)
31: $2E - Spike Top (0x1780, 0x00F0)
32: $2E - Spike Top (0x17A0, 0x0170)
33: $2E - Spike Top (0x17D0, 0x00F0)
34: $2E - Spike Top (0x1800, 0x0170)
35: $2E - Spike Top (0x1830, 0x00F0)
36: $2E - Spike Top (0x1860, 0x0170)
37: $11 - Buzzy Beetle (0x18F0, 0x0170)
38: $11 - Buzzy Beetle (0x1970, 0x0150)
39: $11 - Buzzy Beetle (0x1A80, 0x0170)
40: $11 - Buzzy Beetle (0x1B10, 0x0170)
41: $11 - Buzzy Beetle (0x1B60, 0x0170)
42: $61 - Floating skulls (0x1BF0, 0x0180)
43: $2A - Upside-down Piranha Plant (0x1C70, 0x0130)
44: $2A - Upside-down Piranha Plant (0x1CB0, 0x0130)
45: $2A - Upside-down Piranha Plant (0x1CE0, 0x0130)
46: $2A - Upside-down Piranha Plant (0x1D20, 0x0130)
47: $3E - P-switch (0x1E20, 0x0060)
48: $7B - Goal tape (0x1EE0, 0x0170)

### Level $10B ###
00: $04 - Green Koopa Troopa (0x0130, 0x0110)
01: $2F - Portable springboard (0x0220, 0x0170)
02: $2E - Spike Top (0x0350, 0x0170)
03: $2E - Spike Top (0x03A0, 0x0170)
04: $2E - Spike Top (0x0420, 0x0100)
05: $0B - Red Koopa Troopa flying horizontally (0x0580, 0x0100)
06: $2E - Spike Top (0x0640, 0x0170)
07: $2E - Spike Top (0x06E0, 0x0170)
08: $4F - Jumping Piranha Plant (0x0800, 0x0140)
09: $4F - Jumping Piranha Plant (0x0850, 0x0150)
10: $2E - Spike Top (0x09A0, 0x00E0)
11: $2E - Spike Top (0x09B0, 0x0170)
12: $2E - Spike Top (0x09F0, 0x00E0)
13: $0A - Red Koopa Troopa flying vertically (0x0A50, 0x0140)
14: $04 - Green Koopa Troopa (0x0B70, 0x0170)
15: $2E - Spike Top (0x0B90, 0x0170)
16: $2E - Spike Top (0x0BB0, 0x0170)
17: $2E - Spike Top (0x0BD0, 0x0170)
18: $2E - Spike Top (0x0BF0, 0x0170)
19: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0100)
20: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0110)
21: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0120)
22: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0130)
23: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0140)
24: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0150)
25: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0160)
26: $0A - Red Koopa Troopa flying vertically (0x0D00, 0x0170)
27: $7B - Goal tape (0x0DE0, 0x0170)

### Level $10C ###

### Level $10D ###
00: $E6 - Background candle flames (0x0000, 0x0000)

### Level $10E ###
00: $C6 - Spotlight/dark room sprite (0x0180, 0x0000)
01: $C8 - Light switch for dark room (0x0210, 0x0130)
02: $51 - Ninji (0x02B0, 0x0110)
03: $51 - Ninji (0x03B0, 0x0170)
04: $A2 - Mecha-Koopa (0x0400, 0x0150)
05: $51 - Ninji (0x0460, 0x0170)
06: $51 - Ninji (0x0490, 0x0170)
07: $A2 - Mecha-Koopa (0x0530, 0x0170)
08: $51 - Ninji (0x0570, 0x0170)
09: $51 - Ninji (0x0590, 0x0170)
10: $C6 - Spotlight/dark room sprite (0x0610, 0x0000)

### Level $10F ###
00: $48 - Diggin' Chuck's rock (0x0100, 0x00F0)
01: $46 - Diggin' Chuck (0x0120, 0x00F0)
02: $C0 - Sinking gray platform on lava (0x0180, 0x0180)
03: $0B - Red Koopa Troopa flying horizontally (0x01C0, 0x0150)
04: $48 - Diggin' Chuck's rock (0x02C0, 0x0120)
05: $46 - Diggin' Chuck (0x02F0, 0x0120)
06: $C0 - Sinking gray platform on lava (0x03F0, 0x0180)
07: $0A - Red Koopa Troopa flying vertically (0x0440, 0x0180)
08: $C0 - Sinking gray platform on lava (0x0460, 0x0180)
09: $0B - Red Koopa Troopa flying horizontally (0x04D0, 0x0150)
10: $C0 - Sinking gray platform on lava (0x04D0, 0x0180)
11: $0A - Red Koopa Troopa flying vertically (0x0520, 0x0180)
12: $C0 - Sinking gray platform on lava (0x06D0, 0x0180)
13: $C0 - Sinking gray platform on lava (0x07B0, 0x0180)
14: $C0 - Sinking gray platform on lava (0x07F0, 0x0180)
15: $0A - Red Koopa Troopa flying vertically (0x0840, 0x0180)
16: $C0 - Sinking gray platform on lava (0x0860, 0x0180)
17: $48 - Diggin' Chuck's rock (0x08F0, 0x00F0)
18: $46 - Diggin' Chuck (0x0920, 0x00F0)
19: $C0 - Sinking gray platform on lava (0x09D0, 0x0180)
20: $48 - Diggin' Chuck's rock (0x0AB0, 0x0150)
21: $46 - Diggin' Chuck (0x0AD0, 0x0150)
22: $C0 - Sinking gray platform on lava (0x0B10, 0x0180)
23: $C0 - Sinking gray platform on lava (0x0B90, 0x0180)
24: $48 - Diggin' Chuck's rock (0x0C60, 0x0100)
25: $46 - Diggin' Chuck (0x0C80, 0x0100)
26: $C0 - Sinking gray platform on lava (0x0D80, 0x0180)
27: $48 - Diggin' Chuck's rock (0x0DC0, 0x00E0)
28: $46 - Diggin' Chuck (0x0DE0, 0x00E0)
